start,end
13580068590,27733156208
13337514500,27733156208
27961899505,27733156208
5772973535,27733156208
27733156208,13580068590
36669978407,37826567075
33249799711,40384414061
13580068590,40817735077
27733156208,37826567075
27733156208,4458875249
40384414061,37826567075
5634736653,37826567075
2213239926,40384414061
40817735077,15953310530
27733156208,13337514500
31075843149,37826567075
11793342881,37826567075
5634736653,40384414061
9198333447,40384414061
3180255400,40384414061
40817735077,25941073319
27733156208,27961899505
7235829698,37826567075
3180255400,37826567075
2592111299,40384414061
3608161032,40384414061
13580068590,40384414061
40817735077,13580068590
27733156208,5772973535
7479640251,37826567075
5816850460,37826567075
7479640251,40384414061
37826567075,40384414061
40817735077,10714671034
19734924165,37826567075
2592111299,37826567075
7546113177,40384414061
4054997077,40384414061
2983112233,40384414061
27733156208,37826567075
40384414061,3180255400
7546113177,37826567075
13580068590,37826567075
40384414061,2592111299
37826567075,40384414061
37826567075,7546113177
40384414061,9198333447
40384414061,7235829698
37826567075,13580068590
40384414061,13580068590
40384414061,5634736653
40384414061,7479640251
40384414061,3608161032
40384414061,37826567075
40384414061,7546113177
40384414061,4054997077
40384414061,2983112233
6765985832,31075843149
8441060449,31075843149
5072776356,31075843149
5373998226,31075843149
8216962805,31075843149
7794995507,31075843149
35315349684,31075843149
11437889963,31075843149
38321404742,31075843149
2953663692,31075843149
13632896816,31075843149
38413588742,31075843149
3088673296,31075843149
6059444984,31075843149
5453444990,31075843149
27499066687,31075843149
4378667757,31075843149
8470073440,31075843149
13580068590,31075843149
6041854569,31075843149
5864070920,31075843149
34934115929,31075843149
13378636381,31075843149
9057548671,31075843149
2113226221,31075843149
3302785705,31075843149
8308505066,31075843149
31075843149,6765985832
31075843149,8441060449
32753872187,33216337376
31075843149,5072776356
31075843149,5373998226
32944492512,33216337376
33216337376,9734464248
31075843149,8216962805
33216337376,3531131353
31075843149,21192399555
31075843149,5453444990
33216337376,13233617374
33216337376,2264203813
31075843149,38321404742
31075843149,37826567075
33216337376,2642297336
33216337376,3224306906
31075843149,2953663692
33216337376,7005883919
33216337376,4694876391
31075843149,13632896816
7242746038,35309955163
33216337376,4205289489
31075843149,38413588742
31075843149,3088673296
35309955163,9409592050
35309955163,1303329532
33216337376,3706920980
31075843149,8708915681
31075843149,6059444984
35309955163,13580068590
35309955163,4960449121
33216337376,3545309074
31075843149,4378667757
31075843149,8470073440
31075843149,6041854569
35309955163,334278857
35309955163,3621970819
35309955163,22103820662
35309955163,1446929037
33216337376,5359053193
31075843149,13580068590
33272093628,24726605646
35309955163,372603223
33216337376,1723017725
33216337376,2909685764
31075843149,5864070920
23222756983,24726605646
19835349633,24726605646
35309955163,1360855002
35309955163,781462702
35309955163,1127312106
33216337376,7172929958
31075843149,7794995507
31075843149,13378636381
16184051179,15554174007
22216574402,24726605646
24278713990,24726605646
35309955163,4176556104
35309955163,6485920149
33216337376,4810735059
31075843149,9057548671
13622163976,15554174007
14297666445,24726605646
23863004600,24726605646
35309955163,1179822620
35309955163,7090024262
33216337376,5655410199
33216337376,6173268891
33216337376,1591561896
31075843149,2680328413
13267166246,15554174007
31964180628,6290971355
8487441027,24726605646
23427944217,24726605646
35309955163,5551037438
35309955163,606511721
33216337376,3586065713
31075843149,19132307989
31075843149,2113226221
31075843149,8308505066
8911358247,15554174007
21224710161,6290971355
37099681882,6290971355
10402205555,24726605646
21301944167,24726605646
35309955163,6251344260
35309955163,1121842136
33216337376,4226685742
31075843149,3302785705
13581103519,15554174007
7952611953,6290971355
8893053316,24726605646
13515144715,24726605646
35309955163,6837775869
33216337376,3242109212
15554174007,8255530255
2280392499,6290971355
23604263997,24726605646
15935201928,24726605646
35309955163,3690623989
35309955163,4211071711
35309955163,4223312685
33216337376,7105044936
15554174007,1636234331
5936233149,6290971355
23202948303,6290971355
24517471435,24726605646
20833130296,24726605646
35309955163,1271296792
33216337376,1461589515
33216337376,14294684215
15554174007,15519061409
5398974834,6290971355
3552449457,6290971355
21473015495,24726605646
24500407650,24726605646
35309955163,1021296758
35309955163,7003091110
35309955163,2234643630
33216337376,4226521457
15554174007,13622163976
15554174007,4499469343
15554174007,15651815953
2909690996,6290971355
21997769514,24726605646
19542511877,24726605646
35309955163,1089868848
35309955163,17286225876
35309955163,1483413108
33216337376,2326257705
15554174007,12803183954
1943293995,6290971355
11842434715,6290971355
31021334089,6290971355
17692583508,6290971355
4152230851,24726605646
24519640173,24726605646
35309955163,35537262082
33216337376,11446099162
33216337376,10566767072
15554174007,6123297776
30097521193,6290971355
15894284423,24726605646
22006215896,24726605646
35309955163,6937567323
33216337376,4088592596
15554174007,8770599828
1529703489,6290971355
5679206892,6290971355
24720040002,6290971355
23870623998,24726605646
15733151401,24726605646
35309955163,34421654132
33216337376,11650969494
15554174007,3602832237
3273973683,6290971355
12253889036,24726605646
23436571886,24726605646
35309955163,34916055596
35309955163,871731054
35309955163,4216281463
33216337376,2349443399
15554174007,13580068590
11652196932,6290971355
20426667177,24726605646
10726076074,24726605646
35309955163,9289720003
35309955163,3898374335
35309955163,1449549278
33216337376,19059895760
15554174007,15907834293
11094213866,6290971355
13580068590,6290971355
24540129737,24726605646
17785189146,24726605646
35309955163,7787681998
33216337376,19148974507
33216337376,6979730365
15554174007,13581103519
15554174007,1454142084
1464055110,6290971355
24726605646,1365377883
24726605646,9200230377
24726605646,8016904707
24726605646,18601034594
35309955163,3561087126
35309955163,1247627659
33216337376,2908564985
15554174007,537708018
2870668709,6290971355
3235330581,6290971355
2885364287,6290971355
24726605646,23895862386
24726605646,13580068590
35309955163,30252430863
35309955163,4336687737
35309955163,3662673309
33216337376,6971565399
15554174007,1636281262
4003998255,6290971355
24726605646,8634667664
24726605646,12764113225
35309955163,3964163036
35309955163,3029255251
35309955163,1619869665
33216337376,1524991350
15554174007,11179792282
15554174007,10229457243
15284341626,6290971355
24726605646,2091578667
35309955163,1269263207
33216337376,21590063845
10373668480,6290971355
4074644684,6290971355
24726605646,8171364702
24726605646,20401987159
35309955163,3177640700
35309955163,1653231723
35309955163,1127175046
33216337376,4044579465
7276165263,6290971355
7105105657,6290971355
8799559480,6290971355
8032011813,6290971355
24726605646,20060547189
24726605646,13838648302
35309955163,26449835696
33216337376,5037484494
3965545823,6290971355
3101957940,6290971355
4179158077,6290971355
4744291824,6290971355
24726605646,8967861171
24726605646,10726076074
35309955163,1492711388
35309955163,4251536348
35309955163,1921871617
35309955163,4568273689
33216337376,6682385272
33216337376,10158384860
33216337376,6061210504
3313291392,6290971355
24726605646,1946890186
24726605646,1519741795
35309955163,2002607245
33216337376,13466272261
33216337376,27038061707
2459168130,6290971355
24726605646,23994220
24726605646,24540129737
24726605646,17785189146
24726605646,6146157410
35309955163,468789687
33216337376,2036256424
33216337376,27648597152
33216337376,3426866023
7692970880,6290971355
3552125746,12653026276
7389361667,12731449978
24726605646,1375686681
24726605646,24488114502
35309955163,8516893516
35309955163,1400237376
33216337376,8094904895
33216337376,3552385622
7886318725,6290971355
4730227548,6290971355
7317800591,6290971355
8056323052,12653026276
6753778946,12731449978
5599111805,12731449978
3429830741,12731449978
24726605646,20583669698
24726605646,18735109642
24726605646,175694806
35309955163,26079646587
35309955163,6394189381
35309955163,1633190465
33216337376,17090670950
33216337376,15664528328
33216337376,5705242103
7068311678,6290971355
11933628279,12653026276
12653026276,3520966597
13580068590,12731449978
39436716149,6847854228
24726605646,2036491737
24726605646,268242356
35309955163,6987726022
33216337376,32181119482
5755195683,6290971355
12653026276,13580068590
3917675105,12731449978
37592951910,6847854228
24726605646,1710101677
35309955163,1966209948
33216337376,6233407021
1577716280,6290971355
12653026276,9681937631
11760479071,12731449978
38523999325,6847854228
24726605646,2373786295
24726605646,5384997696
24726605646,1526847967
24726605646,1423476873
24726605646,5715953339
24726605646,5504270505
24726605646,17768203882
35309955163,1476896117
35309955163,1139617015
35309955163,7904827106
35309955163,8141983556
35309955163,8590975993
35309955163,1481095245
35309955163,31946667886
33216337376,1981156106
33216337376,1798946142
33216337376,1982578027
33216337376,33389607024
33216337376,1562450580
3476721263,6290971355
3913844460,6290971355
6290971355,2225202753
6290971355,1775688662
6290971355,7964987666
6290971355,11842434715
12653026276,11933628279
3594285522,12731449978
11197074642,12731449978
12151875305,12731449978
12399470522,12731449978
8717991311,12731449978
12000097231,12731449978
12731449978,8657928918
12731449978,5599111805
12731449978,3917675105
4373828112,6847854228
9958036300,6847854228
8206338478,6847854228
24140552357,6847854228
9361591635,6847854228
2727996945,6847854228
24726605646,1733723871
24726605646,212742998
24726605646,10353762371
24726605646,2028847247
24726605646,4480562868
24726605646,6925486138
35309955163,8386418225
35309955163,521663931
35309955163,4169565990
35309955163,294613467
35309955163,1400185233
35309955163,6600651059
35309955163,7679693186
33216337376,6503211720
33216337376,27490912512
33216337376,33637762847
33216337376,1121717927
33216337376,1288225270
6290971355,10387814197
6290971355,6008320517
6290971355,2870668709
6290971355,11652196932
6290971355,17768323797
12731449978,1222039976
12731449978,3594285522
12731449978,3429830741
12731449978,2274763833
12731449978,8717991311
8312033165,6847854228
14513652954,6847854228
6323519178,6847854228
10636921683,6847854228
13355504400,6847854228
24726605646,6762364620
24726605646,719848330
35309955163,2357006857
35309955163,703520458
33216337376,5786347817
33216337376,10425294356
33216337376,7908190152
33216337376,1496127491
33216337376,32753872187
33216337376,31611695812
33216337376,5666654362
33216337376,9010765410
6290971355,6436190813
6290971355,3265382557
6290971355,13580068590
6290971355,2376453936
6290971355,7105105657
6290971355,4744291824
6290971355,1981120373
6290971355,8320874434
1533901674,6847854228
23206852847,6847854228
39490084703,6847854228
32430438180,6847854228
38928961155,6847854228
7623095313,6847854228
35411463134,6847854228
18267385802,6847854228
37323011520,6847854228
25844997812,6847854228
24726605646,6327949755
24726605646,14015330998
24726605646,14475392871
24726605646,419979862
24726605646,3922204442
24726605646,2298035931
24726605646,8011506095
24726605646,8004108750
35309955163,6682364637
35309955163,31394702790
35309955163,4951476988
35309955163,4024075850
35309955163,1520109215
35309955163,6766867501
35309955163,4766868491
35309955163,7093852363
35309955163,28446482093
33216337376,13348015625
33216337376,7213554272
33216337376,1394411224
33216337376,2167317797
33216337376,1979552504
33216337376,13472458854
33216337376,4662266239
33216337376,1510883818
33216337376,3598553901
6290971355,1489964788
6290971355,721241777
6290971355,3570727021
6290971355,2110975046
6290971355,1464055110
6290971355,3965545823
6290971355,2459168130
6290971355,4179158077
6290971355,2949593175
5062470020,6847854228
11298292827,6847854228
3930635708,6847854228
27263283700,6847854228
34626462335,6847854228
36363803102,6847854228
35316954303,6847854228
36517812262,6847854228
4345679021,6847854228
2526134940,6847854228
24726605646,491862741
24726605646,347146908
35309955163,1633681945
35309955163,1558142054
35309955163,6749828450
35309955163,32733958430
33216337376,12875521909
33216337376,5567468662
33216337376,8431231830
33216337376,13580068590
33216337376,6889859009
33216337376,7230443500
33216337376,4624412209
6290971355,5523072466
6290971355,7952611953
6290971355,6909850788
6290971355,4117897491
31382203458,6847854228
32814526732,6847854228
33419773561,6847854228
27850797226,6847854228
24726605646,2107411892
24726605646,1122852601
24726605646,8012033210
24726605646,2274763833
24726605646,582247876
24726605646,636206887
24726605646,4583191966
35309955163,4224843546
35309955163,3204875694
35309955163,6696776391
35309955163,4070428919
33216337376,19633110702
33216337376,5993989926
33216337376,10877055697
33216337376,8624859349
33216337376,16472048372
33216337376,5802351032
6290971355,7692970880
6290971355,7317800591
6290971355,6979554407
6290971355,6338255129
6290971355,1991675724
6290971355,1725613803
6290971355,2227830284
6290971355,4473943506
27060566260,6847854228
3996926691,6847854228
11704768260,6847854228
30600863330,6847854228
31692782582,6847854228
11312386295,6847854228
3948205601,6847854228
11905852185,6847854228
24726605646,246194371
24726605646,2263846028
24726605646,29728565
24726605646,19615686
24726605646,4063385254
24726605646,104906612
24726605646,1072060036
35309955163,766303860
35309955163,8025277114
35309955163,7033581038
35309955163,6709805288
35309955163,2937513246
33216337376,8387461504
33216337376,6983325909
33216337376,1482071521
6290971355,1577716280
6290971355,6317971120
6290971355,1913409301
6290971355,2267679429
6290971355,2963450259
6290971355,3299489399
6290971355,4730227548
7420979952,6847854228
24805411872,6847854228
28993298283,6847854228
9247311004,6847854228
7979791178,6847854228
13580068590,6847854228
10582819316,6847854228
24726605646,26669533
24726605646,178537482
24726605646,10426737102
24726605646,1483225497
33216337376,4943342061
33216337376,3102740515
33216337376,31146164286
6290971355,3476721263
6290971355,5446597141
6290971355,3273973683
6290971355,3101957940
6290971355,4719051233
6290971355,3056569788
6290971355,3913844460
6290971355,4003998255
39230387907,29107215319
3643941068,6847854228
19232293010,6847854228
24726605646,1270839365
24726605646,12281817
24726605646,1927805140
24726605646,591745860
24726605646,650953699
24726605646,1414222546
24726605646,1314890247
24726605646,260375673
24726605646,6380930
24726605646,8635791893
33216337376,18089728946
33216337376,6994848777
33216337376,6868038938
6290971355,1684702875
6290971355,2909690996
6290971355,4101936887
6290971355,4351190490
39607268978,29107215319
34208057760,29107215319
39360365777,29107215319
35110764922,29107215319
32593788977,29107215319
29187746324,29107215319
31861018799,29107215319
15407168826,6847854228
7168542819,6847854228
13491756431,6847854228
3756244398,6847854228
11227200734,6847854228
39849540243,32912684884
24726605646,18428658
24726605646,7719696
24726605646,259925762
24726605646,3132929984
24726605646,145821237
24726605646,3420133378
33216337376,33411994815
6290971355,3235330581
6290971355,2231277877
6290971355,2188940412
6290971355,1943293995
6290971355,1529703489
6290971355,5679206892
