start,end
32949864250,29107215319
11196305247,29107215319
32085980769,29107215319
31110344638,29107215319
17351633065,29107215319
9945091847,29107215319
5747087644,6847854228
3423165491,6847854228
7762345413,6847854228
39320422362,32912684884
39843877922,32912684884
39406024692,32912684884
7793923238,32912684884
8961838010,32912684884
3273819673,32912684884
7986346033,32912684884
7870481629,32912684884
24726605646,19410587
24726605646,6590609
24726605646,18918467
24726605646,8586584
24726605646,208560325
24726605646,427553890
24726605646,247944034
6290971355,3449942815
6290971355,3552449457
6290971355,3313291392
6290971355,2885364287
6290971355,2325005604
6290971355,2280392499
6290971355,1705958521
24275177168,29107215319
13321404558,29107215319
28237619942,29107215319
14802074833,29107215319
7482319823,29107215319
4273108816,29107215319
3494871562,29107215319
9381067155,6847854228
2101935369,6847854228
3257038967,6847854228
8422014777,6847854228
7942756182,6847854228
7271331596,6847854228
2693904192,6847854228
5725978454,6847854228
35539057531,32912684884
6352138333,32912684884
24726605646,2095060625
24726605646,232192182
24726605646,5020663420
24726605646,13460080
29832965760,29107215319
29898457397,29107215319
1378720258,29107215319
7099387202,29107215319
8342526724,29107215319
7698481769,6847854228
7163036790,6847854228
4679072556,6847854228
7377984518,6847854228
7187411052,6847854228
3982307036,32912684884
29849006530,32912684884
38513863961,32912684884
2063474222,32912684884
7995696384,32912684884
3700099356,32912684884
9663795559,32912684884
38880920594,32912684884
24726605646,1724438788
24726605646,3565989397
24726605646,1126358805
24726605646,189393625
1307327405,29107215319
11051200333,29107215319
1926649014,29107215319
30120850042,29107215319
26301372551,29107215319
1985705523,6847854228
5861450424,6847854228
7090799639,6847854228
2691043239,6847854228
3184263805,6847854228
6637665896,6847854228
5564760485,6847854228
1671608136,5949107467
1908339824,32912684884
30488241433,29107215319
1695129086,29107215319
1661363938,29107215319
21739706478,29107215319
7904158837,29107215319
29149687252,29107215319
6820335976,6847854228
6844002301,6847854228
6306086014,6847854228
6254928454,6847854228
6847854228,7087462088
6847854228,3611637412
37336776136,5949107467
6313348602,5949107467
8653964409,5949107467
1557481134,5949107467
12187919598,5949107467
34882820998,5949107467
2967763059,5949107467
26925862002,5949107467
1736023716,5949107467
5592498965,32912684884
13033166177,32912684884
3136432427,32912684884
8038323373,32912684884
37024583364,32912684884
25117147308,29107215319
6847854228,9958036300
6847854228,9361591635
6847854228,1946373972
6847854228,2727996945
4388992496,5949107467
28810609817,5949107467
39490252640,33440022477
22384180431,32912684884
5774343868,32912684884
26314944013,32912684884
37070069452,32912684884
6164580374,32912684884
5615324930,32912684884
1538246950,29107215319
1305781000,29107215319
1433802359,29107215319
16669502798,29107215319
6847854228,8312033165
6687797974,5949107467
35875057039,5949107467
33409230402,5949107467
7677664307,5949107467
1314459964,5949107467
6655913417,33440022477
4006821588,33440022477
32096208035,33440022477
2092708848,33440022477
4650195916,32912684884
5922811803,32912684884
36636691818,32912684884
17420591447,32912684884
20328753822,32912684884
15027961602,32912684884
9371852984,32912684884
8446496814,32912684884
34751480545,32912684884
444615471,32912684884
2947254513,29107215319
30078486949,29107215319
25310640191,29107215319
2290424565,29107215319
6847854228,7048946038
6847854228,14513652954
6847854228,4964534103
19831076333,5949107467
5360684230,5949107467
8580130885,5949107467
24757715516,5949107467
33528334483,5949107467
12457961,5949107467
23862407975,5949107467
11288392762,5949107467
4712806192,33440022477
1532886322,33440022477
13580068590,33440022477
38740535959,33440022477
4819497139,33440022477
11130218074,6681535961
39944599288,6349631582
29912260524,22987306006
36000352247,32912684884
5737117272,32912684884
15184680199,32912684884
1795147832,32912684884
26687966427,29107215319
27901820560,29107215319
8784612251,29107215319
3404627195,29107215319
9420179466,29107215319
17787912305,29107215319
11673285865,29107215319
1968549277,29107215319
27689939910,29107215319
6847854228,6323519178
6847854228,10636921683
6847854228,13355504400
21445935696,5949107467
9493106105,5949107467
4727434567,5949107467
12654017318,5949107467
4755071702,33440022477
36664741548,33440022477
2357276197,33440022477
7958456624,33440022477
34271198613,6681535961
29942770070,6681535961
1752620490,6681535961
18166962341,6681535961
4410191716,6681535961
12307182299,6681535961
11198123627,6681535961
8464903475,6681535961
8654653126,6681535961
37864780235,6349631582
1632396681,6349631582
1613659037,6349631582
36165441037,6349631582
40130794155,6349631582
37707601355,6349631582
37794023250,6349631582
4356889481,6349631582
29204302213,6349631582
1237185009,6349631582
4912445339,22987306006
26950322048,22987306006
1375334510,22987306006
2541726850,22987306006
1103999232,22987306006
40648249132,22987306006
33644416032,32912684884
16254522823,32912684884
3681172442,32912684884
8383528518,32912684884
18651570645,29107215319
26712892853,29107215319
29351702119,29107215319
10669210443,29107215319
25028238631,29107215319
2068035523,29107215319
3121635306,29107215319
8650202512,29107215319
10465811842,29107215319
6847854228,1771655914
6847854228,1533901674
6847854228,8286993139
6847854228,32430438180
6847854228,12263707817
4165241717,5949107467
19359730464,5949107467
5356263311,33440022477
7293609927,33440022477
4816123309,6681535961
12885300108,6681535961
3682390329,6349631582
3090448325,6349631582
1604229735,6349631582
1469063831,6349631582
3182153299,22987306006
39871876875,22987306006
13691766892,22987306006
20247833495,22987306006
14487308511,22987306006
11893146375,22987306006
39932498680,22987306006
9430726695,22987306006
5593936067,32912684884
12806623260,32912684884
6614102325,32912684884
30106496522,32912684884
34582287526,32912684884
16672996809,29107215319
28840476010,29107215319
5439175647,29107215319
8357616340,29107215319
6847854228,35411463134
6847854228,36363803102
6847854228,27263283700
6847854228,4345679021
6847854228,5602396655
6847854228,2279969232
6847854228,5461545394
6847854228,4512491721
6847854228,5981770876
6847854228,6818061441
7688661884,5949107467
3098879843,5949107467
1922896185,5949107467
32217444628,5949107467
35540581131,33440022477
7112861917,33440022477
1744701318,33440022477
5568055821,6681535961
4034468364,6681535961
11464777178,6349631582
2136065594,6349631582
5546381433,6349631582
619752926,6349631582
4671093859,6349631582
8009986997,6349631582
8315450073,6349631582
3674027328,6349631582
40239898030,22987306006
7085188214,22987306006
39476374551,22987306006
1686813147,22987306006
8107287262,22987306006
1411526123,22987306006
1957027394,22987306006
40345508786,22987306006
6867599536,32912684884
34872164909,32912684884
13861189073,32912684884
8669112342,32912684884
13128510734,32912684884
1930218320,29107215319
29306977701,29107215319
28269641994,29107215319
6624120051,29107215319
1541138094,29107215319
4017733008,29107215319
29107215319,13037075747
29107215319,5877314874
29107215319,28237619942
29107215319,5342219106
29107215319,15518858567
6847854228,1407217915
6847854228,7057798756
6847854228,31382203458
6847854228,13766353325
6847854228,14400214942
6847854228,14015330998
6847854228,21658598259
6847854228,27395299761
33868111794,5949107467
31513087336,5949107467
3979283927,5949107467
8330210764,33440022477
30345017746,33440022477
34989631883,33440022477
11355344953,33440022477
5837623883,33440022477
2320106402,33440022477
33770915849,33440022477
6437257530,33440022477
33711861088,33440022477
1835784342,33440022477
33292203049,33440022477
28097260651,22412006815
8675528346,6681535961
6681535961,6945885395
6681535961,11130218074
6681535961,4388452460
6681535961,34866895848
6681535961,34197594911
6681535961,7080878863
37714979358,6349631582
23631349267,6349631582
16831168130,6349631582
19283832979,6349631582
29082441860,6349631582
36965417833,6349631582
5631408658,22987306006
23821611068,22987306006
25131331724,22987306006
7414578298,22987306006
39542530410,22987306006
7194131974,22987306006
34475271561,22987306006
8409652536,22987306006
1525139915,32912684884
16941961196,32912684884
5576300473,32912684884
17448695537,32912684884
1549305118,32912684884
29107215319,30297789547
29107215319,7099387202
29107215319,30120850042
29107215319,5338540637
6847854228,27850797226
6847854228,4672596007
6847854228,3996926691
627147949,5949107467
4198748608,5949107467
32991079556,5949107467
1784283848,33440022477
29554982938,33440022477
2177139663,33440022477
4617549633,33440022477
5437720625,33440022477
37712380679,22412006815
29299887816,22412006815
1579950760,22412006815
5762244113,22412006815
32746203707,22412006815
33036250535,22412006815
27197509676,22412006815
6681535961,1752620490
6681535961,29127260255
6681535961,8602445445
6681535961,1764417584
6681535961,7642451714
6681535961,10870463522
6681535961,7395516086
1922191496,6349631582
2175000681,6349631582
4869994162,6349631582
1593900025,6349631582
1570807224,6349631582
12898382594,6349631582
1587103910,6349631582
32029749376,6349631582
27436032300,6349631582
2261647182,6349631582
26112334367,6349631582
39294875912,22987306006
4038263938,22987306006
26085642920,22987306006
5363047259,22987306006
20766765704,32912684884
29677422017,32912684884
19055767730,32912684884
35159529178,32912684884
3698621364,32912684884
3934567686,32912684884
4728091937,32912684884
32430682305,32912684884
25080174803,32912684884
29107215319,4028456515
29107215319,1797644480
29107215319,28607226912
29107215319,2025860521
29107215319,9202848731
29107215319,8027235429
29107215319,12109258857
29107215319,8560513845
29107215319,2054205338
29107215319,18971235604
6847854228,11704768260
6847854228,1927528564
6847854228,30600863330
6847854228,2203343022
8200814786,5949107467
32477775246,5949107467
5729969171,5949107467
7295081882,5949107467
104817613,5949107467
279096877,5949107467
17650434095,5949107467
30373521020,5949107467
2017048280,5949107467
6018604422,33440022477
1699123533,33440022477
5839194221,33440022477
3161373174,33440022477
3605346515,33440022477
17288870750,33440022477
32757402745,22412006815
27663112023,22412006815
10905896752,22412006815
37359748099,22412006815
8540667239,22412006815
8252536896,22412006815
3320326101,22412006815
34807707814,22412006815
6681535961,3193764752
6681535961,8464903475
6681535961,10888613780
6681535961,10965953436
6681535961,2662471981
6681535961,3472786466
7323435577,6349631582
31491255469,6349631582
2017125944,6349631582
1673629265,6349631582
10332064625,6349631582
33463319712,6349631582
1198354508,6349631582
31224674208,22987306006
24128508483,22987306006
4367344367,22987306006
33209154531,22987306006
1512218611,22987306006
2644506318,22987306006
31773338217,22987306006
2157635835,22987306006
1657391941,32912684884
30064954021,32912684884
10491087742,32912684884
10445723534,32912684884
30822810982,32912684884
13452649382,32912684884
7300478012,32912684884
25111753287,32912684884
9167173116,32912684884
29107215319,3549730605
29107215319,1264618503
29107215319,1536091013
29107215319,3030954426
6847854228,11224465206
6847854228,6102497033
6847854228,6687810136
6847854228,13530605960
6847854228,11312386295
6847854228,3948205601
6847854228,11905852185
6847854228,27844553086
8648902120,5949107467
6927624141,5949107467
7111811455,5949107467
23451874618,5949107467
7586815407,5949107467
2204306444,5949107467
7689938494,5949107467
11777789619,5949107467
5956120037,33440022477
3189652990,33440022477
3961948975,33440022477
4685579203,33440022477
8777917460,33440022477
27540210821,33440022477
9696230189,33440022477
24257800843,22412006815
3512506998,22412006815
5522998164,22412006815
33424649813,22412006815
6706827828,22412006815
32073348251,22412006815
2981126916,22412006815
5526015180,22412006815
4720979848,22412006815
6681535961,4663076827
6681535961,4227889844
6681535961,3616086407
6681535961,1314794554
6681535961,2964516261
6681535961,13580068590
3779660071,6349631582
5891032342,6349631582
2894299190,6349631582
6267094576,6349631582
3177640700,6349631582
8375536546,22987306006
38209203133,22987306006
6736331540,22987306006
10414839196,22987306006
37332295753,22987306006
992935927,22987306006
7550206073,22987306006
38025512977,22987306006
33887480470,22987306006
1639861587,22987306006
21389463405,32912684884
24297477061,32912684884
28854792554,32912684884
34263421011,32912684884
31548122963,32912684884
27515815103,32912684884
16643811379,32912684884
29107215319,2126107440
29107215319,2074058309
29107215319,7983573045
29107215319,1687136836
29107215319,6255981434
29107215319,2097025120
29107215319,5477494765
29107215319,24047973669
29107215319,645686820
6847854228,24805411872
6847854228,9247311004
6847854228,7979791178
6847854228,11298292827
6847854228,7591528024
6847854228,7020697025
6847854228,5643890004
6847854228,1508169397
6847854228,1100859045
6847854228,13580068590
18486730947,5949107467
1975340621,5949107467
4534310013,5949107467
7104299450,5949107467
2397263495,5949107467
7843525968,5949107467
10828913248,5949107467
5965167,5949107467
8291305248,5949107467
6689657241,33440022477
5377815602,33440022477
33440022477,3014477064
33440022477,2020401936
33440022477,1294428383
33440022477,263752129
33440022477,2251747641
33440022477,2943469835
30817203310,22412006815
31960972665,22412006815
9212431514,22412006815
6681535961,7014183228
6681535961,5919349492
6681535961,5841576593
6681535961,9144896504
1526693974,6349631582
5833705110,6349631582
6874915074,6349631582
14329455368,6349631582
37329587266,22987306006
38930162226,22987306006
37288148073,22987306006
8161043970,32912684884
12637835160,32912684884
12736025764,32912684884
6440702636,32912684884
31087879086,32912684884
14543399281,32912684884
29107215319,1758129253
29107215319,8225527681
29107215319,5001474891
29107215319,1957006932
29107215319,27376824319
29107215319,1250820696
29107215319,2310674306
29107215319,2039712723
29107215319,1538364779
6847854228,10582819316
6847854228,6123932940
6847854228,3643941068
6847854228,1014958392
6847854228,10455203854
6847854228,9381067155
6847854228,2101935369
6847854228,3267578998
6847854228,2119327207
6847854228,5579816147
13309956147,5949107467
4057475303,5949107467
4295143125,5949107467
7005264067,5949107467
10899203386,5949107467
9291153977,5949107467
8469466519,5949107467
2108374991,5949107467
4280759611,5949107467
489877476,5949107467
1115347430,5949107467
33440022477,1103758974
33440022477,1646544119
33440022477,652695312
4474815756,22412006815
9662906013,22412006815
4162292513,22412006815
9217463773,22412006815
7743705039,22412006815
31828029414,22412006815
7146719992,22412006815
6681535961,11418382162
6681535961,7371608244
6681535961,10439399859
6681535961,4239894973
6681535961,6955174686
6681535961,10902784480
3540723029,6349631582
6495522898,6349631582
3151974774,6349631582
8366370224,6349631582
9067774007,6349631582
1681530955,6349631582
2466825574,6349631582
2278329023,6349631582
3670468879,6349631582
8131802723,6349631582
29150819660,22987306006
10621488992,22987306006
28970209740,22987306006
10609914240,22987306006
9400732548,22987306006
10822931558,22987306006
10692269053,22987306006
10487701324,22987306006
8244936451,22987306006
12177706300,22987306006
843250550,32912684884
11204650482,32912684884
12542398458,32912684884
30088224364,32912684884
34804122694,32912684884
32912684884,6330912413
32912684884,4333754439
32912684884,34992064839
29107215319,1701236417
29107215319,3010369788
29107215319,9266733401
29107215319,1466323624
29107215319,6659652416
29107215319,1959732105
29107215319,1724101404
29107215319,26434055623
29107215319,4292248344
29107215319,2984004779
6847854228,2748288576
6847854228,5747087644
6847854228,4589838539
6847854228,2693904192
6847854228,2680607079
6847854228,2929696686
6847854228,1497488856
8702419945,5949107467
9461716722,5949107467
8685210151,5949107467
3010942707,5949107467
33440022477,4226309411
33440022477,1983418016
33440022477,1635295389
33440022477,460563723
33440022477,39392916033
39718579061,19377837118
6069131452,22412006815
31550452601,22412006815
13981666176,22412006815
8922316403,22412006815
29919558630,22412006815
5902512111,22412006815
6681535961,6780307880
6681535961,1934252433
6681535961,3322108526
6681535961,3681980075
6681535961,11631555913
6681535961,8214904226
18486831864,6349631582
3880081215,6349631582
27267966023,6349631582
3271493805,6349631582
